id	replicate	gDNA	ATAC	H3K27ac
template1_class3_HNF1A_PPARA_CTCF_REST	2	455	65	89
template1_class3_HNF1A_PPARA_CTCF_XBP1	2	341	57	77
template1_class3_HNF1A_PPARA_FOXA1_CEBPA	2	459	93	64
template1_class3_HNF1A_PPARA_FOXA1_CTCF	2	217	38	24
template1_class3_HNF1A_PPARA_FOXA1_NR2F2	2	369	120	106
template1_class3_HNF1A_PPARA_FOXA1_ONECUT1	2	322	53	45
template1_class3_HNF1A_PPARA_FOXA1_REST	2	238	64	11
template1_class3_HNF1A_PPARA_FOXA1_XBP1	2	690	103	204
template1_class3_HNF1A_PPARA_NR2F2_CEBPA	2	5	11	29
template1_class3_HNF1A_PPARA_NR2F2_CTCF	2	264	70	90
template1_class3_HNF1A_PPARA_NR2F2_FOXA1	2	1	24	28
template1_class3_HNF1A_PPARA_NR2F2_ONECUT1	2	457	127	133
template1_class3_HNF1A_PPARA_NR2F2_REST	2	654	157	69
template1_class3_HNF1A_PPARA_NR2F2_XBP1	2	810	140	195
template1_class3_HNF1A_PPARA_ONECUT1_CEBPA	2	393	57	75
template1_class3_HNF1A_PPARA_ONECUT1_CTCF	2	415	35	141
template1_class3_HNF1A_PPARA_ONECUT1_FOXA1	2	271	69	83
template1_class3_HNF1A_PPARA_ONECUT1_NR2F2	2	253	38	151
template1_class3_HNF1A_PPARA_ONECUT1_REST	2	539	45	69
template1_class3_HNF1A_PPARA_ONECUT1_XBP1	2	436	40	159
template1_class3_HNF1A_PPARA_REST_CEBPA	2	437	15	85
template1_class3_HNF1A_PPARA_REST_CTCF	2	223	68	51
template1_class3_HNF1A_PPARA_REST_FOXA1	2	262	23	21
template1_class3_HNF1A_PPARA_REST_NR2F2	2	239	56	39
template1_class3_HNF1A_PPARA_REST_ONECUT1	2	446	86	15
template1_class3_HNF1A_PPARA_REST_XBP1	2	620	85	86
template1_class3_HNF1A_PPARA_XBP1_CEBPA	2	556	71	121
template1_class3_HNF1A_PPARA_XBP1_CTCF	2	168	33	59
template1_class3_HNF1A_PPARA_XBP1_FOXA1	2	358	114	132
template1_class3_HNF1A_PPARA_XBP1_NR2F2	2	64	73	50
template1_class3_HNF1A_PPARA_XBP1_ONECUT1	2	545	61	198
template1_class3_HNF1A_PPARA_XBP1_REST	2	364	21	17
template1_class3_HNF1A_REST_CEBPA_CTCF	2	468	61	36
template1_class3_HNF1A_REST_CEBPA_FOXA1	2	337	36	49
template1_class3_HNF1A_REST_CEBPA_NR2F2	2	240	47	103
template1_class3_HNF1A_REST_CEBPA_ONECUT1	2	258	59	45
template1_class3_HNF1A_REST_CEBPA_PPARA	2	214	57	25
template1_class3_HNF1A_REST_CEBPA_XBP1	2	529	91	87
template1_class3_HNF1A_REST_CTCF_CEBPA	2	313	85	42
template1_class3_HNF1A_REST_CTCF_FOXA1	2	294	29	52
template1_class3_HNF1A_REST_CTCF_NR2F2	2	349	56	85
template1_class3_HNF1A_REST_CTCF_ONECUT1	2	336	66	35
template1_class3_HNF1A_REST_CTCF_PPARA	2	355	16	54
template1_class3_HNF1A_REST_CTCF_XBP1	2	261	55	41
template1_class3_HNF1A_REST_FOXA1_CEBPA	2	184	48	3
template1_class3_HNF1A_REST_FOXA1_CTCF	2	228	59	12
template1_class3_HNF1A_REST_FOXA1_NR2F2	2	228	63	76
template1_class3_HNF1A_REST_FOXA1_ONECUT1	2	285	81	19
template1_class3_HNF1A_REST_FOXA1_PPARA	2	255	51	36
template1_class3_HNF1A_REST_FOXA1_XBP1	2	241	29	31
template1_class3_HNF1A_REST_NR2F2_CEBPA	2	0	10	10
template1_class3_HNF1A_REST_NR2F2_CTCF	2	316	36	28
template1_class3_HNF1A_REST_NR2F2_FOXA1	2	0	15	9
template1_class3_HNF1A_REST_NR2F2_ONECUT1	2	1	8	7
template1_class3_HNF1A_REST_NR2F2_PPARA	2	330	83	68
template1_class3_HNF1A_REST_NR2F2_XBP1	2	44	29	20
template1_class3_HNF1A_REST_ONECUT1_CEBPA	2	298	25	29
template1_class3_HNF1A_REST_ONECUT1_CTCF	2	213	38	26
template1_class3_HNF1A_REST_ONECUT1_FOXA1	2	519	102	15
template1_class3_HNF1A_REST_ONECUT1_NR2F2	2	113	64	84
template1_class3_HNF1A_REST_ONECUT1_PPARA	2	227	32	30
template1_class3_HNF1A_REST_ONECUT1_XBP1	2	903	177	84
template1_class3_HNF1A_REST_PPARA_CEBPA	2	250	14	52
template1_class3_HNF1A_REST_PPARA_CTCF	2	375	61	31
template1_class3_HNF1A_REST_PPARA_FOXA1	2	396	81	40
template1_class3_HNF1A_REST_PPARA_NR2F2	2	440	115	59
template1_class3_HNF1A_REST_PPARA_ONECUT1	2	433	53	48
template1_class3_HNF1A_REST_PPARA_XBP1	2	666	85	123
template1_class3_HNF1A_REST_XBP1_CEBPA	2	459	42	74
template1_class3_HNF1A_REST_XBP1_CTCF	2	174	48	16
template1_class3_HNF1A_REST_XBP1_FOXA1	2	453	91	73
template1_class3_HNF1A_REST_XBP1_NR2F2	2	5	17	12
template1_class3_HNF1A_REST_XBP1_ONECUT1	2	473	59	31
template1_class3_HNF1A_REST_XBP1_PPARA	2	410	52	56
template1_class3_HNF1A_XBP1_CEBPA_CTCF	2	226	12	53
template1_class3_HNF1A_XBP1_CEBPA_FOXA1	2	417	73	127
template1_class3_HNF1A_XBP1_CEBPA_NR2F2	2	285	84	167
template1_class3_HNF1A_XBP1_CEBPA_ONECUT1	2	595	88	179
template1_class3_HNF1A_XBP1_CEBPA_PPARA	2	420	87	99
template1_class3_HNF1A_XBP1_CEBPA_REST	2	446	52	71
template1_class3_HNF1A_XBP1_CTCF_CEBPA	2	374	36	77
template1_class3_HNF1A_XBP1_CTCF_FOXA1	2	469	62	119
template1_class3_HNF1A_XBP1_CTCF_NR2F2	2	389	78	106
template1_class3_HNF1A_XBP1_CTCF_ONECUT1	2	292	29	99
template1_class3_HNF1A_XBP1_CTCF_PPARA	2	228	36	67
template1_class3_HNF1A_XBP1_CTCF_REST	2	241	44	52
template1_class3_HNF1A_XBP1_FOXA1_CEBPA	2	437	76	128
template1_class3_HNF1A_XBP1_FOXA1_CTCF	2	362	99	93
template1_class3_HNF1A_XBP1_FOXA1_NR2F2	2	377	87	101
template1_class3_HNF1A_XBP1_FOXA1_ONECUT1	2	528	140	99
template1_class3_HNF1A_XBP1_FOXA1_PPARA	2	507	81	101
template1_class3_HNF1A_XBP1_FOXA1_REST	2	659	107	71
template1_class3_HNF1A_XBP1_NR2F2_CEBPA	2	0	16	10
template1_class3_HNF1A_XBP1_NR2F2_CTCF	2	340	82	101
template1_class3_HNF1A_XBP1_NR2F2_FOXA1	2	0	13	10
template1_class3_HNF1A_XBP1_NR2F2_ONECUT1	2	1	24	19
template1_class3_HNF1A_XBP1_NR2F2_PPARA	2	437	10	139
template1_class3_HNF1A_XBP1_NR2F2_REST	2	4	18	15
template1_class3_HNF1A_XBP1_ONECUT1_CEBPA	2	309	65	64
template1_class3_HNF1A_XBP1_ONECUT1_CTCF	2	303	82	92
template1_class3_HNF1A_XBP1_ONECUT1_FOXA1	2	298	39	92
template1_class3_HNF1A_XBP1_ONECUT1_NR2F2	2	124	59	79
template1_class3_HNF1A_XBP1_ONECUT1_PPARA	2	874	170	179
template1_class3_HNF1A_XBP1_ONECUT1_REST	2	385	45	46
template1_class3_HNF1A_XBP1_PPARA_CEBPA	2	352	48	92
template1_class3_HNF1A_XBP1_PPARA_CTCF	2	393	84	131
template1_class3_HNF1A_XBP1_PPARA_FOXA1	2	600	66	190
template1_class3_HNF1A_XBP1_PPARA_NR2F2	2	367	88	95
template1_class3_HNF1A_XBP1_PPARA_ONECUT1	2	298	55	56
template1_class3_HNF1A_XBP1_PPARA_REST	2	582	61	69
template1_class3_HNF1A_XBP1_REST_CEBPA	2	605	127	90
template1_class3_HNF1A_XBP1_REST_CTCF	2	379	129	55
template1_class3_HNF1A_XBP1_REST_FOXA1	2	445	46	54
template1_class3_HNF1A_XBP1_REST_NR2F2	2	327	62	115
template1_class3_HNF1A_XBP1_REST_ONECUT1	2	426	37	6
template1_class3_HNF1A_XBP1_REST_PPARA	2	513	93	95
template1_class3_NR2F2_CEBPA_CTCF_FOXA1	2	252	37	44
template1_class3_NR2F2_CEBPA_CTCF_HNF1A	2	212	32	47
template1_class3_NR2F2_CEBPA_CTCF_ONECUT1	2	183	15	19
template1_class3_NR2F2_CEBPA_CTCF_PPARA	2	229	28	35
template1_class3_NR2F2_CEBPA_CTCF_REST	2	252	35	13
template1_class3_NR2F2_CEBPA_CTCF_XBP1	2	338	33	90
template1_class3_NR2F2_CEBPA_FOXA1_CTCF	2	412	84	123
template1_class3_NR2F2_CEBPA_FOXA1_HNF1A	2	302	39	98
template1_class3_NR2F2_CEBPA_FOXA1_ONECUT1	2	688	55	105
template1_class3_NR2F2_CEBPA_FOXA1_PPARA	2	305	59	83
template1_class3_NR2F2_CEBPA_FOXA1_REST	2	315	38	44
template1_class3_NR2F2_CEBPA_FOXA1_XBP1	2	191	58	93
template1_class3_NR2F2_CEBPA_HNF1A_CTCF	2	184	47	86
template1_class3_NR2F2_CEBPA_HNF1A_FOXA1	2	266	52	41
template1_class3_NR2F2_CEBPA_HNF1A_ONECUT1	2	144	15	14
template1_class3_NR2F2_CEBPA_HNF1A_PPARA	2	391	75	91
template1_class3_NR2F2_CEBPA_HNF1A_REST	2	196	46	57
template1_class3_NR2F2_CEBPA_HNF1A_XBP1	2	164	39	56
template1_class3_NR2F2_CEBPA_ONECUT1_CTCF	2	235	30	26
template1_class3_NR2F2_CEBPA_ONECUT1_FOXA1	2	239	14	22
template1_class3_NR2F2_CEBPA_ONECUT1_HNF1A	2	425	102	130
template1_class3_NR2F2_CEBPA_ONECUT1_PPARA	2	479	82	41
template1_class3_NR2F2_CEBPA_ONECUT1_REST	2	285	59	56
template1_class3_NR2F2_CEBPA_ONECUT1_XBP1	2	514	72	117
template1_class3_NR2F2_CEBPA_PPARA_CTCF	2	176	26	58
template1_class3_NR2F2_CEBPA_PPARA_FOXA1	2	340	13	82
template1_class3_NR2F2_CEBPA_PPARA_HNF1A	2	278	64	82
template1_class3_NR2F2_CEBPA_PPARA_ONECUT1	2	346	77	73
template1_class3_NR2F2_CEBPA_PPARA_REST	2	365	38	41
template1_class3_NR2F2_CEBPA_PPARA_XBP1	2	208	20	60
template1_class3_NR2F2_CEBPA_REST_CTCF	2	178	12	30
template1_class3_NR2F2_CEBPA_REST_FOXA1	2	338	60	19
template1_class3_NR2F2_CEBPA_REST_HNF1A	2	149	31	28
template1_class3_NR2F2_CEBPA_REST_ONECUT1	2	318	42	3
template1_class3_NR2F2_CEBPA_REST_PPARA	2	316	24	30
template1_class3_NR2F2_CEBPA_REST_XBP1	2	179	21	7
template1_class3_NR2F2_CEBPA_XBP1_CTCF	2	191	43	40
template1_class3_NR2F2_CEBPA_XBP1_FOXA1	2	333	53	99
template1_class3_NR2F2_CEBPA_XBP1_HNF1A	2	200	48	71
template1_class3_NR2F2_CEBPA_XBP1_ONECUT1	2	333	47	35
template1_class3_NR2F2_CEBPA_XBP1_PPARA	2	231	14	104
template1_class3_NR2F2_CEBPA_XBP1_REST	2	98	10	26
template1_class3_NR2F2_CTCF_CEBPA_FOXA1	2	353	21	52
template1_class3_NR2F2_CTCF_CEBPA_HNF1A	2	356	86	45
template1_class3_NR2F2_CTCF_CEBPA_ONECUT1	2	345	17	85
template1_class3_NR2F2_CTCF_CEBPA_PPARA	2	285	48	38
template1_class3_NR2F2_CTCF_CEBPA_REST	2	239	56	7
template1_class3_NR2F2_CTCF_CEBPA_XBP1	2	240	61	90
template1_class3_NR2F2_CTCF_FOXA1_CEBPA	2	449	31	78
template1_class3_NR2F2_CTCF_FOXA1_HNF1A	2	523	82	109
template1_class3_NR2F2_CTCF_FOXA1_ONECUT1	2	461	47	92
template1_class3_NR2F2_CTCF_FOXA1_PPARA	2	356	12	47
template1_class3_NR2F2_CTCF_FOXA1_REST	2	198	9	9
template1_class3_NR2F2_CTCF_FOXA1_XBP1	2	65	0	13
template1_class3_NR2F2_CTCF_HNF1A_CEBPA	2	385	44	121
template1_class3_NR2F2_CTCF_HNF1A_FOXA1	2	622	73	156
template1_class3_NR2F2_CTCF_HNF1A_ONECUT1	2	565	104	74
template1_class3_NR2F2_CTCF_HNF1A_PPARA	2	970	104	134
template1_class3_NR2F2_CTCF_HNF1A_REST	2	892	103	79
template1_class3_NR2F2_CTCF_HNF1A_XBP1	2	718	37	93
template1_class3_NR2F2_CTCF_ONECUT1_CEBPA	2	566	60	90
template1_class3_NR2F2_CTCF_ONECUT1_FOXA1	2	600	36	118
template1_class3_NR2F2_CTCF_ONECUT1_HNF1A	2	486	33	129
template1_class3_NR2F2_CTCF_ONECUT1_PPARA	2	346	41	74
template1_class3_NR2F2_CTCF_ONECUT1_REST	2	305	35	6
template1_class3_NR2F2_CTCF_ONECUT1_XBP1	2	387	48	93
template1_class3_NR2F2_CTCF_PPARA_CEBPA	2	539	24	136
template1_class3_NR2F2_CTCF_PPARA_FOXA1	2	454	12	57
template1_class3_NR2F2_CTCF_PPARA_HNF1A	2	593	50	36
template1_class3_NR2F2_CTCF_PPARA_ONECUT1	2	456	0	74
template1_class3_NR2F2_CTCF_PPARA_REST	2	385	5	13
template1_class3_NR2F2_CTCF_PPARA_XBP1	2	516	6	55
template1_class3_NR2F2_CTCF_REST_CEBPA	2	410	19	24
template1_class3_NR2F2_CTCF_REST_FOXA1	2	239	11	15
template1_class3_NR2F2_CTCF_REST_HNF1A	2	948	76	77
template1_class3_NR2F2_CTCF_REST_ONECUT1	2	243	36	31
template1_class3_NR2F2_CTCF_REST_PPARA	2	769	40	62
template1_class3_NR2F2_CTCF_REST_XBP1	2	592	12	33
template1_class3_NR2F2_CTCF_XBP1_CEBPA	2	375	35	112
template1_class3_NR2F2_CTCF_XBP1_FOXA1	2	427	66	75
template1_class3_NR2F2_CTCF_XBP1_HNF1A	2	1308	107	142
template1_class3_NR2F2_CTCF_XBP1_ONECUT1	2	425	52	122
template1_class3_NR2F2_CTCF_XBP1_PPARA	2	671	12	58
template1_class3_NR2F2_CTCF_XBP1_REST	2	788	37	92
template1_class3_NR2F2_FOXA1_CEBPA_CTCF	2	371	40	58
template1_class3_NR2F2_FOXA1_CEBPA_HNF1A	2	491	51	194
template1_class3_NR2F2_FOXA1_CEBPA_ONECUT1	2	337	14	45
template1_class3_NR2F2_FOXA1_CEBPA_PPARA	2	177	25	46
template1_class3_NR2F2_FOXA1_CEBPA_REST	2	261	36	13
template1_class3_NR2F2_FOXA1_CEBPA_XBP1	2	210	47	66
template1_class3_NR2F2_FOXA1_CTCF_CEBPA	2	442	52	75
template1_class3_NR2F2_FOXA1_CTCF_HNF1A	2	353	87	61
template1_class3_NR2F2_FOXA1_CTCF_ONECUT1	2	322	37	101
template1_class3_NR2F2_FOXA1_CTCF_PPARA	2	224	14	42
template1_class3_NR2F2_FOXA1_CTCF_REST	2	144	12	3
template1_class3_NR2F2_FOXA1_CTCF_XBP1	2	233	29	91
template1_class3_NR2F2_FOXA1_HNF1A_CEBPA	2	478	37	129
template1_class3_NR2F2_FOXA1_HNF1A_CTCF	2	233	66	58
template1_class3_NR2F2_FOXA1_HNF1A_ONECUT1	2	462	94	91
template1_class3_NR2F2_FOXA1_HNF1A_PPARA	2	222	29	77
template1_class3_NR2F2_FOXA1_HNF1A_REST	2	143	33	34
template1_class3_NR2F2_FOXA1_HNF1A_XBP1	2	125	16	26
template1_class3_NR2F2_FOXA1_ONECUT1_CEBPA	2	338	35	85
template1_class3_NR2F2_FOXA1_ONECUT1_CTCF	2	355	48	75
template1_class3_NR2F2_FOXA1_ONECUT1_HNF1A	2	234	29	114
template1_class3_NR2F2_FOXA1_ONECUT1_PPARA	2	491	44	137
template1_class3_NR2F2_FOXA1_ONECUT1_REST	2	362	56	41
template1_class3_NR2F2_FOXA1_ONECUT1_XBP1	2	359	13	99
template1_class3_NR2F2_FOXA1_PPARA_CEBPA	2	265	2	52
template1_class3_NR2F2_FOXA1_PPARA_CTCF	2	145	5	31
template1_class3_NR2F2_FOXA1_PPARA_HNF1A	2	218	53	64
template1_class3_NR2F2_FOXA1_PPARA_ONECUT1	2	200	26	33
template1_class3_NR2F2_FOXA1_PPARA_REST	2	352	46	12
template1_class3_NR2F2_FOXA1_PPARA_XBP1	2	66	45	41
template1_class3_NR2F2_FOXA1_REST_CEBPA	2	156	30	21
template1_class3_NR2F2_FOXA1_REST_CTCF	2	160	33	22
template1_class3_NR2F2_FOXA1_REST_HNF1A	2	33	0	0
template1_class3_NR2F2_FOXA1_REST_ONECUT1	2	131	27	27
template1_class3_NR2F2_FOXA1_REST_PPARA	2	232	49	11
template1_class3_NR2F2_FOXA1_REST_XBP1	2	53	0	13
template1_class3_NR2F2_FOXA1_XBP1_CEBPA	2	120	7	47
template1_class3_NR2F2_FOXA1_XBP1_CTCF	2	57	2	55
template1_class3_NR2F2_FOXA1_XBP1_HNF1A	2	28	11	15
template1_class3_NR2F2_FOXA1_XBP1_ONECUT1	2	368	68	93
template1_class3_NR2F2_FOXA1_XBP1_PPARA	2	141	19	42
template1_class3_NR2F2_FOXA1_XBP1_REST	2	18	8	0
template1_class3_NR2F2_HNF1A_CEBPA_CTCF	2	271	97	63
template1_class3_NR2F2_HNF1A_CEBPA_FOXA1	2	424	52	159
template1_class3_NR2F2_HNF1A_CEBPA_ONECUT1	2	468	76	161
template1_class3_NR2F2_HNF1A_CEBPA_PPARA	2	244	21	113
template1_class3_NR2F2_HNF1A_CEBPA_REST	2	153	24	24
template1_class3_NR2F2_HNF1A_CEBPA_XBP1	2	50	3	17
template1_class3_NR2F2_HNF1A_CTCF_CEBPA	2	257	24	42
template1_class3_NR2F2_HNF1A_CTCF_FOXA1	2	294	48	108
template1_class3_NR2F2_HNF1A_CTCF_ONECUT1	2	258	27	50
template1_class3_NR2F2_HNF1A_CTCF_PPARA	2	566	22	109
template1_class3_NR2F2_HNF1A_CTCF_REST	2	786	89	39
template1_class3_NR2F2_HNF1A_CTCF_XBP1	2	1025	77	121
template1_class3_NR2F2_HNF1A_FOXA1_CEBPA	2	573	99	150
template1_class3_NR2F2_HNF1A_FOXA1_CTCF	2	143	25	39
template1_class3_NR2F2_HNF1A_FOXA1_ONECUT1	2	414	27	58
template1_class3_NR2F2_HNF1A_FOXA1_PPARA	2	306	40	87
template1_class3_NR2F2_HNF1A_FOXA1_REST	2	50	7	16
template1_class3_NR2F2_HNF1A_FOXA1_XBP1	2	20	2	2
template1_class3_NR2F2_HNF1A_ONECUT1_CEBPA	2	256	51	64
template1_class3_NR2F2_HNF1A_ONECUT1_CTCF	2	241	46	71
template1_class3_NR2F2_HNF1A_ONECUT1_FOXA1	2	263	38	67
template1_class3_NR2F2_HNF1A_ONECUT1_PPARA	2	278	62	86
template1_class3_NR2F2_HNF1A_ONECUT1_REST	2	209	26	43
template1_class3_NR2F2_HNF1A_ONECUT1_XBP1	2	132	37	64
template1_class3_NR2F2_HNF1A_PPARA_CEBPA	2	440	88	95
template1_class3_NR2F2_HNF1A_PPARA_CTCF	2	443	57	90
template1_class3_NR2F2_HNF1A_PPARA_FOXA1	2	268	20	76
template1_class3_NR2F2_HNF1A_PPARA_ONECUT1	2	258	20	64
template1_class3_NR2F2_HNF1A_PPARA_REST	2	627	47	51
template1_class3_NR2F2_HNF1A_PPARA_XBP1	2	561	53	86
template1_class3_NR2F2_HNF1A_REST_CEBPA	2	122	20	28
template1_class3_NR2F2_HNF1A_REST_CTCF	2	698	68	94
template1_class3_NR2F2_HNF1A_REST_FOXA1	2	181	19	11
template1_class3_NR2F2_HNF1A_REST_ONECUT1	2	255	53	42
template1_class3_NR2F2_HNF1A_REST_PPARA	2	549	20	72
template1_class3_NR2F2_HNF1A_REST_XBP1	2	452	68	33
template1_class3_NR2F2_HNF1A_XBP1_CEBPA	2	83	25	41
template1_class3_NR2F2_HNF1A_XBP1_CTCF	2	217	21	28
template1_class3_NR2F2_HNF1A_XBP1_FOXA1	2	72	34	40
template1_class3_NR2F2_HNF1A_XBP1_ONECUT1	2	76	14	40
template1_class3_NR2F2_HNF1A_XBP1_PPARA	2	1139	78	172
template1_class3_NR2F2_HNF1A_XBP1_REST	2	519	88	51
template1_class3_NR2F2_ONECUT1_CEBPA_CTCF	2	585	96	127
template1_class3_NR2F2_ONECUT1_CEBPA_FOXA1	2	810	80	180
template1_class3_NR2F2_ONECUT1_CEBPA_HNF1A	2	502	126	122
template1_class3_NR2F2_ONECUT1_CEBPA_PPARA	2	388	59	112
template1_class3_NR2F2_ONECUT1_CEBPA_REST	2	253	16	24
template1_class3_NR2F2_ONECUT1_CEBPA_XBP1	2	274	28	80
template1_class3_NR2F2_ONECUT1_CTCF_CEBPA	2	225	22	52
template1_class3_NR2F2_ONECUT1_CTCF_FOXA1	2	521	42	48
template1_class3_NR2F2_ONECUT1_CTCF_HNF1A	2	343	87	65
template1_class3_NR2F2_ONECUT1_CTCF_PPARA	2	226	68	72
template1_class3_NR2F2_ONECUT1_CTCF_REST	2	210	6	12
template1_class3_NR2F2_ONECUT1_CTCF_XBP1	2	244	23	53
template1_class3_NR2F2_ONECUT1_FOXA1_CEBPA	2	579	55	121
template1_class3_NR2F2_ONECUT1_FOXA1_CTCF	2	250	52	85
template1_class3_NR2F2_ONECUT1_FOXA1_HNF1A	2	450	108	170
template1_class3_NR2F2_ONECUT1_FOXA1_PPARA	2	715	82	156
template1_class3_NR2F2_ONECUT1_FOXA1_REST	2	256	49	25
template1_class3_NR2F2_ONECUT1_FOXA1_XBP1	2	441	28	119
template1_class3_NR2F2_ONECUT1_HNF1A_CEBPA	2	440	67	135
template1_class3_NR2F2_ONECUT1_HNF1A_CTCF	2	204	49	68
template1_class3_NR2F2_ONECUT1_HNF1A_FOXA1	2	467	61	81
template1_class3_NR2F2_ONECUT1_HNF1A_PPARA	2	242	33	99
template1_class3_NR2F2_ONECUT1_HNF1A_REST	2	187	40	32
template1_class3_NR2F2_ONECUT1_HNF1A_XBP1	2	121	38	52
template1_class3_NR2F2_ONECUT1_PPARA_CEBPA	2	481	37	79
template1_class3_NR2F2_ONECUT1_PPARA_CTCF	2	194	40	61
template1_class3_NR2F2_ONECUT1_PPARA_FOXA1	2	428	101	54
template1_class3_NR2F2_ONECUT1_PPARA_HNF1A	2	427	46	179
template1_class3_NR2F2_ONECUT1_PPARA_REST	2	311	28	54
template1_class3_NR2F2_ONECUT1_PPARA_XBP1	2	292	69	26
template1_class3_NR2F2_ONECUT1_REST_CEBPA	2	231	12	21
template1_class3_NR2F2_ONECUT1_REST_CTCF	2	223	35	19
template1_class3_NR2F2_ONECUT1_REST_FOXA1	2	267	50	54
template1_class3_NR2F2_ONECUT1_REST_HNF1A	2	303	28	61
template1_class3_NR2F2_ONECUT1_REST_PPARA	2	282	17	8
template1_class3_NR2F2_ONECUT1_REST_XBP1	2	428	51	41
template1_class3_NR2F2_ONECUT1_XBP1_CEBPA	2	716	133	157
template1_class3_NR2F2_ONECUT1_XBP1_CTCF	2	144	15	57
template1_class3_NR2F2_ONECUT1_XBP1_FOXA1	2	643	114	111
template1_class3_NR2F2_ONECUT1_XBP1_HNF1A	2	162	25	50
template1_class3_NR2F2_ONECUT1_XBP1_PPARA	2	357	59	121
template1_class3_NR2F2_ONECUT1_XBP1_REST	2	364	90	67
template1_class3_NR2F2_PPARA_CEBPA_CTCF	2	196	18	14
template1_class3_NR2F2_PPARA_CEBPA_FOXA1	2	506	46	121
template1_class3_NR2F2_PPARA_CEBPA_HNF1A	2	542	37	57
template1_class3_NR2F2_PPARA_CEBPA_ONECUT1	2	323	1	38
template1_class3_NR2F2_PPARA_CEBPA_REST	2	344	28	37
template1_class3_NR2F2_PPARA_CEBPA_XBP1	2	252	23	57
template1_class3_NR2F2_PPARA_CTCF_CEBPA	2	254	7	29
template1_class3_NR2F2_PPARA_CTCF_FOXA1	2	192	0	9
template1_class3_NR2F2_PPARA_CTCF_HNF1A	2	659	39	91
template1_class3_NR2F2_PPARA_CTCF_ONECUT1	2	158	5	27
template1_class3_NR2F2_PPARA_CTCF_REST	2	511	0	25
template1_class3_NR2F2_PPARA_CTCF_XBP1	2	728	9	93
template1_class3_NR2F2_PPARA_FOXA1_CEBPA	2	256	53	84
template1_class3_NR2F2_PPARA_FOXA1_CTCF	2	275	16	54
template1_class3_NR2F2_PPARA_FOXA1_HNF1A	2	475	29	107
template1_class3_NR2F2_PPARA_FOXA1_ONECUT1	2	266	43	68
template1_class3_NR2F2_PPARA_FOXA1_REST	2	354	40	38
template1_class3_NR2F2_PPARA_FOXA1_XBP1	2	98	3	6
template1_class3_NR2F2_PPARA_HNF1A_CEBPA	2	653	106	48
template1_class3_NR2F2_PPARA_HNF1A_CTCF	2	336	30	50
template1_class3_NR2F2_PPARA_HNF1A_FOXA1	2	529	41	144
template1_class3_NR2F2_PPARA_HNF1A_ONECUT1	2	512	33	68
template1_class3_NR2F2_PPARA_HNF1A_REST	2	697	52	44
template1_class3_NR2F2_PPARA_HNF1A_XBP1	2	803	57	67
template1_class3_NR2F2_PPARA_ONECUT1_CEBPA	2	478	54	93
template1_class3_NR2F2_PPARA_ONECUT1_CTCF	2	239	28	27
template1_class3_NR2F2_PPARA_ONECUT1_FOXA1	2	657	66	102
template1_class3_NR2F2_PPARA_ONECUT1_HNF1A	2	349	30	60
template1_class3_NR2F2_PPARA_ONECUT1_REST	2	423	47	52
template1_class3_NR2F2_PPARA_ONECUT1_XBP1	2	420	13	61
template1_class3_NR2F2_PPARA_REST_CEBPA	2	263	18	47
template1_class3_NR2F2_PPARA_REST_CTCF	2	273	27	12
template1_class3_NR2F2_PPARA_REST_FOXA1	2	300	50	60
template1_class3_NR2F2_PPARA_REST_HNF1A	2	574	17	60
template1_class3_NR2F2_PPARA_REST_ONECUT1	2	305	23	34
template1_class3_NR2F2_PPARA_REST_XBP1	2	364	5	5
template1_class3_NR2F2_PPARA_XBP1_CEBPA	2	454	41	115
template1_class3_NR2F2_PPARA_XBP1_CTCF	2	152	0	6
template1_class3_NR2F2_PPARA_XBP1_FOXA1	2	338	25	51
template1_class3_NR2F2_PPARA_XBP1_HNF1A	2	730	10	38
template1_class3_NR2F2_PPARA_XBP1_ONECUT1	2	375	24	59
template1_class3_NR2F2_PPARA_XBP1_REST	2	680	77	39
template1_class3_NR2F2_REST_CEBPA_CTCF	2	256	6	6
template1_class3_NR2F2_REST_CEBPA_FOXA1	2	277	4	5
template1_class3_NR2F2_REST_CEBPA_HNF1A	2	149	45	44
template1_class3_NR2F2_REST_CEBPA_ONECUT1	2	237	28	19
template1_class3_NR2F2_REST_CEBPA_PPARA	2	410	31	57
template1_class3_NR2F2_REST_CEBPA_XBP1	2	182	14	25
template1_class3_NR2F2_REST_CTCF_CEBPA	2	166	12	11
template1_class3_NR2F2_REST_CTCF_FOXA1	2	265	19	43
template1_class3_NR2F2_REST_CTCF_HNF1A	2	646	57	43
template1_class3_NR2F2_REST_CTCF_ONECUT1	2	232	16	26
template1_class3_NR2F2_REST_CTCF_PPARA	2	325	25	11
template1_class3_NR2F2_REST_CTCF_XBP1	2	510	54	27
template1_class3_NR2F2_REST_FOXA1_CEBPA	2	349	68	40
template1_class3_NR2F2_REST_FOXA1_CTCF	2	304	28	34
template1_class3_NR2F2_REST_FOXA1_HNF1A	2	73	43	23
template1_class3_NR2F2_REST_FOXA1_ONECUT1	2	187	16	5
template1_class3_NR2F2_REST_FOXA1_PPARA	2	369	46	50
template1_class3_NR2F2_REST_FOXA1_XBP1	2	42	9	4
template1_class3_NR2F2_REST_HNF1A_CEBPA	2	129	25	52
template1_class3_NR2F2_REST_HNF1A_CTCF	2	125	0	19
