id	replicate	gDNA	ATAC	H3K27ac
template1_class3_NR2F2_REST_CEBPA_XBP1	1	190	17	3
template1_class3_NR2F2_REST_CTCF_CEBPA	1	478	36	14
template1_class3_NR2F2_REST_CTCF_FOXA1	1	443	7	0
template1_class3_NR2F2_REST_CTCF_HNF1A	1	834	38	22
template1_class3_NR2F2_REST_CTCF_ONECUT1	1	378	24	8
template1_class3_NR2F2_REST_CTCF_PPARA	1	773	24	31
template1_class3_NR2F2_REST_CTCF_XBP1	1	925	6	5
template1_class3_NR2F2_REST_FOXA1_CEBPA	1	473	54	29
template1_class3_NR2F2_REST_FOXA1_CTCF	1	308	59	16
template1_class3_NR2F2_REST_FOXA1_HNF1A	1	112	17	23
template1_class3_NR2F2_REST_FOXA1_ONECUT1	1	278	25	18
template1_class3_NR2F2_REST_FOXA1_PPARA	1	538	29	28
template1_class3_NR2F2_REST_FOXA1_XBP1	1	59	8	12
template1_class3_NR2F2_REST_HNF1A_CEBPA	1	250	17	11
template1_class3_NR2F2_REST_HNF1A_CTCF	1	268	5	0
template1_class3_NR2F2_REST_HNF1A_FOXA1	1	383	55	47
template1_class3_NR2F2_REST_HNF1A_ONECUT1	1	382	39	27
template1_class3_NR2F2_REST_HNF1A_PPARA	1	784	40	61
template1_class3_NR2F2_REST_HNF1A_XBP1	1	1191	49	22
template1_class3_NR2F2_REST_ONECUT1_CEBPA	1	260	25	8
template1_class3_NR2F2_REST_ONECUT1_CTCF	1	259	41	1
template1_class3_NR2F2_REST_ONECUT1_FOXA1	1	360	20	12
template1_class3_NR2F2_REST_ONECUT1_HNF1A	1	569	123	26
template1_class3_NR2F2_REST_ONECUT1_PPARA	1	449	37	37
template1_class3_NR2F2_REST_ONECUT1_XBP1	1	764	63	36
template1_class3_NR2F2_REST_PPARA_CEBPA	1	448	23	3
template1_class3_NR2F2_REST_PPARA_CTCF	1	431	6	9
template1_class3_NR2F2_REST_PPARA_FOXA1	1	504	56	33
template1_class3_NR2F2_REST_PPARA_HNF1A	1	1438	96	83
template1_class3_NR2F2_REST_PPARA_ONECUT1	1	334	17	37
template1_class3_NR2F2_REST_PPARA_XBP1	1	714	32	13
template1_class3_NR2F2_REST_XBP1_CEBPA	1	100	23	7
template1_class3_NR2F2_REST_XBP1_CTCF	1	239	7	6
template1_class3_NR2F2_REST_XBP1_FOXA1	1	267	20	40
template1_class3_NR2F2_REST_XBP1_HNF1A	1	669	40	6
template1_class3_NR2F2_REST_XBP1_ONECUT1	1	373	28	9
template1_class3_NR2F2_REST_XBP1_PPARA	1	731	22	0
template1_class3_NR2F2_XBP1_CEBPA_CTCF	1	335	49	22
template1_class3_NR2F2_XBP1_CEBPA_FOXA1	1	214	18	33
template1_class3_NR2F2_XBP1_CEBPA_HNF1A	1	235	38	41
template1_class3_NR2F2_XBP1_CEBPA_ONECUT1	1	622	50	31
template1_class3_NR2F2_XBP1_CEBPA_PPARA	1	311	39	58
template1_class3_NR2F2_XBP1_CEBPA_REST	1	188	39	16
template1_class3_NR2F2_XBP1_CTCF_CEBPA	1	246	17	22
template1_class3_NR2F2_XBP1_CTCF_FOXA1	1	450	57	18
template1_class3_NR2F2_XBP1_CTCF_HNF1A	1	1197	100	55
template1_class3_NR2F2_XBP1_CTCF_ONECUT1	1	329	20	20
template1_class3_NR2F2_XBP1_CTCF_PPARA	1	692	21	60
template1_class3_NR2F2_XBP1_CTCF_REST	1	1081	55	19
template1_class3_NR2F2_XBP1_FOXA1_CEBPA	1	365	29	37
template1_class3_NR2F2_XBP1_FOXA1_CTCF	1	384	48	63
template1_class3_NR2F2_XBP1_FOXA1_HNF1A	1	190	34	23
template1_class3_NR2F2_XBP1_FOXA1_ONECUT1	1	237	18	17
template1_class3_NR2F2_XBP1_FOXA1_PPARA	1	392	49	48
template1_class3_NR2F2_XBP1_FOXA1_REST	1	127	24	9
template1_class3_NR2F2_XBP1_HNF1A_CEBPA	1	179	22	24
template1_class3_NR2F2_XBP1_HNF1A_CTCF	1	357	36	15
template1_class3_NR2F2_XBP1_HNF1A_FOXA1	1	207	22	25
template1_class3_NR2F2_XBP1_HNF1A_ONECUT1	1	104	24	0
template1_class3_NR2F2_XBP1_HNF1A_PPARA	1	1171	78	84
template1_class3_NR2F2_XBP1_HNF1A_REST	1	1221	74	37
template1_class3_NR2F2_XBP1_ONECUT1_CEBPA	1	603	63	77
template1_class3_NR2F2_XBP1_ONECUT1_CTCF	1	303	54	31
template1_class3_NR2F2_XBP1_ONECUT1_FOXA1	1	635	60	42
template1_class3_NR2F2_XBP1_ONECUT1_HNF1A	1	172	26	34
template1_class3_NR2F2_XBP1_ONECUT1_PPARA	1	509	25	54
template1_class3_NR2F2_XBP1_ONECUT1_REST	1	279	22	6
template1_class3_NR2F2_XBP1_PPARA_CEBPA	1	302	21	21
template1_class3_NR2F2_XBP1_PPARA_CTCF	1	497	13	17
template1_class3_NR2F2_XBP1_PPARA_FOXA1	1	324	28	38
template1_class3_NR2F2_XBP1_PPARA_HNF1A	1	1065	99	35
template1_class3_NR2F2_XBP1_PPARA_ONECUT1	1	232	15	25
template1_class3_NR2F2_XBP1_PPARA_REST	1	1164	81	64
template1_class3_NR2F2_XBP1_REST_CEBPA	1	268	31	33
template1_class3_NR2F2_XBP1_REST_CTCF	1	427	8	31
template1_class3_NR2F2_XBP1_REST_FOXA1	1	244	22	12
template1_class3_NR2F2_XBP1_REST_HNF1A	1	1029	62	55
template1_class3_NR2F2_XBP1_REST_ONECUT1	1	365	14	42
template1_class3_NR2F2_XBP1_REST_PPARA	1	485	24	0
template1_class3_ONECUT1_CEBPA_CTCF_FOXA1	1	618	32	8
template1_class3_ONECUT1_CEBPA_CTCF_HNF1A	1	700	122	28
template1_class3_ONECUT1_CEBPA_CTCF_NR2F2	1	572	54	59
template1_class3_ONECUT1_CEBPA_CTCF_PPARA	1	644	17	67
template1_class3_ONECUT1_CEBPA_CTCF_REST	1	635	75	28
template1_class3_ONECUT1_CEBPA_CTCF_XBP1	1	520	30	14
template1_class3_ONECUT1_CEBPA_FOXA1_CTCF	1	259	29	17
template1_class3_ONECUT1_CEBPA_FOXA1_HNF1A	1	310	41	32
template1_class3_ONECUT1_CEBPA_FOXA1_NR2F2	1	19	31	35
template1_class3_ONECUT1_CEBPA_FOXA1_PPARA	1	391	20	7
template1_class3_ONECUT1_CEBPA_FOXA1_REST	1	416	21	7
template1_class3_ONECUT1_CEBPA_FOXA1_XBP1	1	248	20	27
template1_class3_ONECUT1_CEBPA_HNF1A_CTCF	1	318	35	3
template1_class3_ONECUT1_CEBPA_HNF1A_FOXA1	1	661	25	15
template1_class3_ONECUT1_CEBPA_HNF1A_NR2F2	1	125	95	43
template1_class3_ONECUT1_CEBPA_HNF1A_PPARA	1	653	45	18
template1_class3_ONECUT1_CEBPA_HNF1A_REST	1	768	140	46
template1_class3_ONECUT1_CEBPA_HNF1A_XBP1	1	1032	175	110
template1_class3_ONECUT1_CEBPA_NR2F2_CTCF	1	872	146	69
template1_class3_ONECUT1_CEBPA_NR2F2_FOXA1	1	6	13	19
template1_class3_ONECUT1_CEBPA_NR2F2_HNF1A	1	1	16	4
template1_class3_ONECUT1_CEBPA_NR2F2_PPARA	1	532	15	31
template1_class3_ONECUT1_CEBPA_NR2F2_REST	1	4	19	11
template1_class3_ONECUT1_CEBPA_NR2F2_XBP1	1	0	5	8
template1_class3_ONECUT1_CEBPA_PPARA_CTCF	1	576	44	45
template1_class3_ONECUT1_CEBPA_PPARA_FOXA1	1	335	9	16
template1_class3_ONECUT1_CEBPA_PPARA_HNF1A	1	339	64	0
template1_class3_ONECUT1_CEBPA_PPARA_NR2F2	1	1141	55	100
template1_class3_ONECUT1_CEBPA_PPARA_REST	1	1264	137	78
template1_class3_ONECUT1_CEBPA_PPARA_XBP1	1	1077	103	105
template1_class3_ONECUT1_CEBPA_REST_CTCF	1	470	90	10
template1_class3_ONECUT1_CEBPA_REST_FOXA1	1	1081	50	22
template1_class3_ONECUT1_CEBPA_REST_HNF1A	1	647	153	0
template1_class3_ONECUT1_CEBPA_REST_NR2F2	1	276	97	53
template1_class3_ONECUT1_CEBPA_REST_PPARA	1	457	72	0
template1_class3_ONECUT1_CEBPA_REST_XBP1	1	559	14	15
template1_class3_ONECUT1_CEBPA_XBP1_CTCF	1	767	120	46
template1_class3_ONECUT1_CEBPA_XBP1_FOXA1	1	430	41	17
template1_class3_ONECUT1_CEBPA_XBP1_HNF1A	1	375	61	50
template1_class3_ONECUT1_CEBPA_XBP1_NR2F2	1	61	68	102
template1_class3_ONECUT1_CEBPA_XBP1_PPARA	1	569	10	36
template1_class3_ONECUT1_CEBPA_XBP1_REST	1	495	11	21
template1_class3_ONECUT1_CTCF_CEBPA_FOXA1	1	357	55	17
template1_class3_ONECUT1_CTCF_CEBPA_HNF1A	1	388	50	8
template1_class3_ONECUT1_CTCF_CEBPA_NR2F2	1	153	47	39
template1_class3_ONECUT1_CTCF_CEBPA_PPARA	1	542	52	49
template1_class3_ONECUT1_CTCF_CEBPA_REST	1	362	27	0
template1_class3_ONECUT1_CTCF_CEBPA_XBP1	1	573	61	57
template1_class3_ONECUT1_CTCF_FOXA1_CEBPA	1	600	38	47
template1_class3_ONECUT1_CTCF_FOXA1_HNF1A	1	478	58	64
template1_class3_ONECUT1_CTCF_FOXA1_NR2F2	1	214	31	46
template1_class3_ONECUT1_CTCF_FOXA1_PPARA	1	239	48	14
template1_class3_ONECUT1_CTCF_FOXA1_REST	1	331	21	19
template1_class3_ONECUT1_CTCF_FOXA1_XBP1	1	652	79	13
template1_class3_ONECUT1_CTCF_HNF1A_CEBPA	1	860	120	22
template1_class3_ONECUT1_CTCF_HNF1A_FOXA1	1	558	51	29
template1_class3_ONECUT1_CTCF_HNF1A_NR2F2	1	82	53	65
template1_class3_ONECUT1_CTCF_HNF1A_PPARA	1	533	45	23
template1_class3_ONECUT1_CTCF_HNF1A_REST	1	374	32	0
template1_class3_ONECUT1_CTCF_HNF1A_XBP1	1	300	30	18
template1_class3_ONECUT1_CTCF_NR2F2_CEBPA	1	588	60	25
template1_class3_ONECUT1_CTCF_NR2F2_FOXA1	1	717	97	100
template1_class3_ONECUT1_CTCF_NR2F2_HNF1A	1	3	15	20
template1_class3_ONECUT1_CTCF_NR2F2_PPARA	1	518	20	11
template1_class3_ONECUT1_CTCF_NR2F2_REST	1	134	5	10
template1_class3_ONECUT1_CTCF_NR2F2_XBP1	1	2	13	7
template1_class3_ONECUT1_CTCF_PPARA_CEBPA	1	446	47	0
template1_class3_ONECUT1_CTCF_PPARA_FOXA1	1	574	64	28
template1_class3_ONECUT1_CTCF_PPARA_HNF1A	1	554	17	46
template1_class3_ONECUT1_CTCF_PPARA_NR2F2	1	695	67	15
template1_class3_ONECUT1_CTCF_PPARA_REST	1	261	19	0
template1_class3_ONECUT1_CTCF_PPARA_XBP1	1	376	69	40
template1_class3_ONECUT1_CTCF_REST_CEBPA	1	508	63	31
template1_class3_ONECUT1_CTCF_REST_FOXA1	1	516	24	13
template1_class3_ONECUT1_CTCF_REST_HNF1A	1	494	47	26
template1_class3_ONECUT1_CTCF_REST_NR2F2	1	282	14	17
template1_class3_ONECUT1_CTCF_REST_PPARA	1	446	59	13
template1_class3_ONECUT1_CTCF_REST_XBP1	1	351	5	23
template1_class3_ONECUT1_CTCF_XBP1_CEBPA	1	577	37	12
template1_class3_ONECUT1_CTCF_XBP1_FOXA1	1	824	102	49
template1_class3_ONECUT1_CTCF_XBP1_HNF1A	1	885	131	77
template1_class3_ONECUT1_CTCF_XBP1_NR2F2	1	48	43	16
template1_class3_ONECUT1_CTCF_XBP1_PPARA	1	422	44	27
template1_class3_ONECUT1_CTCF_XBP1_REST	1	561	43	16
template1_class3_ONECUT1_FOXA1_CEBPA_CTCF	1	493	27	56
template1_class3_ONECUT1_FOXA1_CEBPA_HNF1A	1	599	52	40
template1_class3_ONECUT1_FOXA1_CEBPA_NR2F2	1	31	38	41
template1_class3_ONECUT1_FOXA1_CEBPA_PPARA	1	656	33	72
template1_class3_ONECUT1_FOXA1_CEBPA_REST	1	516	58	2
template1_class3_ONECUT1_FOXA1_CEBPA_XBP1	1	1150	106	14
template1_class3_ONECUT1_FOXA1_CTCF_CEBPA	1	330	50	11
template1_class3_ONECUT1_FOXA1_CTCF_HNF1A	1	708	112	107
template1_class3_ONECUT1_FOXA1_CTCF_NR2F2	1	657	72	131
template1_class3_ONECUT1_FOXA1_CTCF_PPARA	1	403	43	9
template1_class3_ONECUT1_FOXA1_CTCF_REST	1	496	31	36
template1_class3_ONECUT1_FOXA1_CTCF_XBP1	1	561	36	6
template1_class3_ONECUT1_FOXA1_HNF1A_CEBPA	1	373	15	17
template1_class3_ONECUT1_FOXA1_HNF1A_CTCF	1	473	85	57
template1_class3_ONECUT1_FOXA1_HNF1A_NR2F2	1	82	88	19
template1_class3_ONECUT1_FOXA1_HNF1A_PPARA	1	950	130	62
template1_class3_ONECUT1_FOXA1_HNF1A_REST	1	744	102	57
template1_class3_ONECUT1_FOXA1_HNF1A_XBP1	1	472	35	25
template1_class3_ONECUT1_FOXA1_NR2F2_CEBPA	1	141	56	42
template1_class3_ONECUT1_FOXA1_NR2F2_CTCF	1	507	65	45
template1_class3_ONECUT1_FOXA1_NR2F2_HNF1A	1	0	16	3
template1_class3_ONECUT1_FOXA1_NR2F2_PPARA	1	479	46	72
template1_class3_ONECUT1_FOXA1_NR2F2_REST	1	33	23	10
template1_class3_ONECUT1_FOXA1_NR2F2_XBP1	1	1	9	17
template1_class3_ONECUT1_FOXA1_PPARA_CEBPA	1	325	1	24
template1_class3_ONECUT1_FOXA1_PPARA_CTCF	1	451	81	68
template1_class3_ONECUT1_FOXA1_PPARA_HNF1A	1	916	53	56
template1_class3_ONECUT1_FOXA1_PPARA_NR2F2	1	1206	103	85
template1_class3_ONECUT1_FOXA1_PPARA_REST	1	556	81	62
template1_class3_ONECUT1_FOXA1_PPARA_XBP1	1	1032	83	89
template1_class3_ONECUT1_FOXA1_REST_CEBPA	1	531	80	18
template1_class3_ONECUT1_FOXA1_REST_CTCF	1	437	10	29
template1_class3_ONECUT1_FOXA1_REST_HNF1A	1	438	61	0
template1_class3_ONECUT1_FOXA1_REST_NR2F2	1	189	64	15
template1_class3_ONECUT1_FOXA1_REST_PPARA	1	599	96	39
template1_class3_ONECUT1_FOXA1_REST_XBP1	1	773	63	18
template1_class3_ONECUT1_FOXA1_XBP1_CEBPA	1	483	13	40
template1_class3_ONECUT1_FOXA1_XBP1_CTCF	1	287	33	11
template1_class3_ONECUT1_FOXA1_XBP1_HNF1A	1	850	108	60
template1_class3_ONECUT1_FOXA1_XBP1_NR2F2	1	43	35	87
template1_class3_ONECUT1_FOXA1_XBP1_PPARA	1	239	12	54
template1_class3_ONECUT1_FOXA1_XBP1_REST	1	375	26	3
template1_class3_ONECUT1_HNF1A_CEBPA_CTCF	1	1069	122	43
template1_class3_ONECUT1_HNF1A_CEBPA_FOXA1	1	991	65	27
template1_class3_ONECUT1_HNF1A_CEBPA_NR2F2	1	7	41	40
template1_class3_ONECUT1_HNF1A_CEBPA_PPARA	1	394	34	14
template1_class3_ONECUT1_HNF1A_CEBPA_REST	1	495	69	27
template1_class3_ONECUT1_HNF1A_CEBPA_XBP1	1	1134	127	46
template1_class3_ONECUT1_HNF1A_CTCF_CEBPA	1	858	79	78
template1_class3_ONECUT1_HNF1A_CTCF_FOXA1	1	711	95	16
template1_class3_ONECUT1_HNF1A_CTCF_NR2F2	1	655	54	47
template1_class3_ONECUT1_HNF1A_CTCF_PPARA	1	619	43	62
template1_class3_ONECUT1_HNF1A_CTCF_REST	1	487	67	29
template1_class3_ONECUT1_HNF1A_CTCF_XBP1	1	872	90	79
template1_class3_ONECUT1_HNF1A_FOXA1_CEBPA	1	822	39	36
template1_class3_ONECUT1_HNF1A_FOXA1_CTCF	1	879	184	76
template1_class3_ONECUT1_HNF1A_FOXA1_NR2F2	1	8	58	14
template1_class3_ONECUT1_HNF1A_FOXA1_PPARA	1	410	23	51
template1_class3_ONECUT1_HNF1A_FOXA1_REST	1	728	53	4
template1_class3_ONECUT1_HNF1A_FOXA1_XBP1	1	688	72	23
template1_class3_ONECUT1_HNF1A_NR2F2_CEBPA	1	16	49	20
template1_class3_ONECUT1_HNF1A_NR2F2_CTCF	1	481	101	28
template1_class3_ONECUT1_HNF1A_NR2F2_FOXA1	1	6	6	26
template1_class3_ONECUT1_HNF1A_NR2F2_PPARA	1	724	95	53
template1_class3_ONECUT1_HNF1A_NR2F2_REST	1	191	34	12
template1_class3_ONECUT1_HNF1A_NR2F2_XBP1	1	2	13	14
template1_class3_ONECUT1_HNF1A_PPARA_CEBPA	1	581	36	82
template1_class3_ONECUT1_HNF1A_PPARA_CTCF	1	291	45	13
template1_class3_ONECUT1_HNF1A_PPARA_FOXA1	1	577	30	64
template1_class3_ONECUT1_HNF1A_PPARA_NR2F2	1	902	71	81
template1_class3_ONECUT1_HNF1A_PPARA_REST	1	535	21	18
template1_class3_ONECUT1_HNF1A_PPARA_XBP1	1	599	108	105
template1_class3_ONECUT1_HNF1A_REST_CEBPA	1	391	60	22
template1_class3_ONECUT1_HNF1A_REST_CTCF	1	679	86	39
template1_class3_ONECUT1_HNF1A_REST_FOXA1	1	204	4	0
template1_class3_ONECUT1_HNF1A_REST_NR2F2	1	179	71	38
template1_class3_ONECUT1_HNF1A_REST_PPARA	1	531	124	50
template1_class3_ONECUT1_HNF1A_REST_XBP1	1	439	79	38
template1_class3_ONECUT1_HNF1A_XBP1_CEBPA	1	774	76	104
template1_class3_ONECUT1_HNF1A_XBP1_CTCF	1	639	123	91
template1_class3_ONECUT1_HNF1A_XBP1_FOXA1	1	514	57	46
template1_class3_ONECUT1_HNF1A_XBP1_NR2F2	1	198	117	106
template1_class3_ONECUT1_HNF1A_XBP1_PPARA	1	1204	173	61
template1_class3_ONECUT1_HNF1A_XBP1_REST	1	727	121	63
template1_class3_ONECUT1_NR2F2_CEBPA_CTCF	1	832	169	64
template1_class3_ONECUT1_NR2F2_CEBPA_FOXA1	1	732	98	126
template1_class3_ONECUT1_NR2F2_CEBPA_HNF1A	1	239	50	29
template1_class3_ONECUT1_NR2F2_CEBPA_PPARA	1	1039	108	83
template1_class3_ONECUT1_NR2F2_CEBPA_REST	1	536	75	34
template1_class3_ONECUT1_NR2F2_CEBPA_XBP1	1	380	47	52
template1_class3_ONECUT1_NR2F2_CTCF_CEBPA	1	666	72	22
template1_class3_ONECUT1_NR2F2_CTCF_FOXA1	1	771	60	31
template1_class3_ONECUT1_NR2F2_CTCF_HNF1A	1	389	44	21
template1_class3_ONECUT1_NR2F2_CTCF_PPARA	1	519	31	29
template1_class3_ONECUT1_NR2F2_CTCF_REST	1	580	58	3
template1_class3_ONECUT1_NR2F2_CTCF_XBP1	1	1024	105	88
template1_class3_ONECUT1_NR2F2_FOXA1_CEBPA	1	261	20	63
template1_class3_ONECUT1_NR2F2_FOXA1_CTCF	1	831	76	42
template1_class3_ONECUT1_NR2F2_FOXA1_HNF1A	1	476	112	66
template1_class3_ONECUT1_NR2F2_FOXA1_PPARA	1	1158	117	49
template1_class3_ONECUT1_NR2F2_FOXA1_REST	1	169	18	25
template1_class3_ONECUT1_NR2F2_FOXA1_XBP1	1	224	22	43
template1_class3_ONECUT1_NR2F2_HNF1A_CEBPA	1	455	72	39
template1_class3_ONECUT1_NR2F2_HNF1A_CTCF	1	491	99	52
template1_class3_ONECUT1_NR2F2_HNF1A_FOXA1	1	514	114	79
template1_class3_ONECUT1_NR2F2_HNF1A_PPARA	1	555	101	52
template1_class3_ONECUT1_NR2F2_HNF1A_REST	1	43	22	3
template1_class3_ONECUT1_NR2F2_HNF1A_XBP1	1	0	20	4
template1_class3_ONECUT1_NR2F2_PPARA_CEBPA	1	585	9	40
template1_class3_ONECUT1_NR2F2_PPARA_CTCF	1	407	47	6
template1_class3_ONECUT1_NR2F2_PPARA_FOXA1	1	1075	99	64
template1_class3_ONECUT1_NR2F2_PPARA_HNF1A	1	445	44	20
template1_class3_ONECUT1_NR2F2_PPARA_REST	1	667	71	43
template1_class3_ONECUT1_NR2F2_PPARA_XBP1	1	557	10	63
template1_class3_ONECUT1_NR2F2_REST_CEBPA	1	462	18	15
template1_class3_ONECUT1_NR2F2_REST_CTCF	1	419	40	18
template1_class3_ONECUT1_NR2F2_REST_FOXA1	1	906	34	25
template1_class3_ONECUT1_NR2F2_REST_HNF1A	1	630	108	13
template1_class3_ONECUT1_NR2F2_REST_PPARA	1	684	46	58
template1_class3_ONECUT1_NR2F2_REST_XBP1	1	698	57	23
template1_class3_ONECUT1_NR2F2_XBP1_CEBPA	1	254	31	30
template1_class3_ONECUT1_NR2F2_XBP1_CTCF	1	378	24	9
template1_class3_ONECUT1_NR2F2_XBP1_FOXA1	1	341	31	46
template1_class3_ONECUT1_NR2F2_XBP1_HNF1A	1	1	27	19
template1_class3_ONECUT1_NR2F2_XBP1_PPARA	1	491	14	22
template1_class3_ONECUT1_NR2F2_XBP1_REST	1	84	19	8
template1_class3_ONECUT1_PPARA_CEBPA_CTCF	1	437	48	31
template1_class3_ONECUT1_PPARA_CEBPA_FOXA1	1	321	29	20
template1_class3_ONECUT1_PPARA_CEBPA_HNF1A	1	593	108	50
template1_class3_ONECUT1_PPARA_CEBPA_NR2F2	1	291	104	79
template1_class3_ONECUT1_PPARA_CEBPA_REST	1	659	69	18
template1_class3_ONECUT1_PPARA_CEBPA_XBP1	1	430	7	39
template1_class3_ONECUT1_PPARA_CTCF_CEBPA	1	330	20	0
template1_class3_ONECUT1_PPARA_CTCF_FOXA1	1	562	34	30
template1_class3_ONECUT1_PPARA_CTCF_HNF1A	1	339	46	9
template1_class3_ONECUT1_PPARA_CTCF_NR2F2	1	601	76	80
template1_class3_ONECUT1_PPARA_CTCF_REST	1	181	16	0
template1_class3_ONECUT1_PPARA_CTCF_XBP1	1	558	46	53
template1_class3_ONECUT1_PPARA_FOXA1_CEBPA	1	291	19	60
template1_class3_ONECUT1_PPARA_FOXA1_CTCF	1	522	34	61
template1_class3_ONECUT1_PPARA_FOXA1_HNF1A	1	623	71	30
template1_class3_ONECUT1_PPARA_FOXA1_NR2F2	1	247	151	60
template1_class3_ONECUT1_PPARA_FOXA1_REST	1	645	68	30
template1_class3_ONECUT1_PPARA_FOXA1_XBP1	1	844	82	88
template1_class3_ONECUT1_PPARA_HNF1A_CEBPA	1	574	86	20
template1_class3_ONECUT1_PPARA_HNF1A_CTCF	1	240	48	26
template1_class3_ONECUT1_PPARA_HNF1A_FOXA1	1	892	148	69
template1_class3_ONECUT1_PPARA_HNF1A_NR2F2	1	302	112	29
template1_class3_ONECUT1_PPARA_HNF1A_REST	1	740	81	45
template1_class3_ONECUT1_PPARA_HNF1A_XBP1	1	1140	173	169
template1_class3_ONECUT1_PPARA_NR2F2_CEBPA	1	796	36	68
template1_class3_ONECUT1_PPARA_NR2F2_CTCF	1	848	66	56
template1_class3_ONECUT1_PPARA_NR2F2_FOXA1	1	874	86	13
template1_class3_ONECUT1_PPARA_NR2F2_HNF1A	1	340	63	22
template1_class3_ONECUT1_PPARA_NR2F2_REST	1	501	26	13
template1_class3_ONECUT1_PPARA_NR2F2_XBP1	1	769	10	56
template1_class3_ONECUT1_PPARA_REST_CEBPA	1	1008	41	4
template1_class3_ONECUT1_PPARA_REST_CTCF	1	267	25	19
template1_class3_ONECUT1_PPARA_REST_FOXA1	1	1405	102	35
template1_class3_ONECUT1_PPARA_REST_HNF1A	1	321	38	15
template1_class3_ONECUT1_PPARA_REST_NR2F2	1	354	34	29
template1_class3_ONECUT1_PPARA_REST_XBP1	1	715	60	26
template1_class3_ONECUT1_PPARA_XBP1_CEBPA	1	476	35	43
template1_class3_ONECUT1_PPARA_XBP1_CTCF	1	311	35	57
template1_class3_ONECUT1_PPARA_XBP1_FOXA1	1	461	41	41
template1_class3_ONECUT1_PPARA_XBP1_HNF1A	1	1140	130	73
template1_class3_ONECUT1_PPARA_XBP1_NR2F2	1	91	37	44
template1_class3_ONECUT1_PPARA_XBP1_REST	1	656	51	17
template1_class3_ONECUT1_REST_CEBPA_CTCF	1	285	18	29
template1_class3_ONECUT1_REST_CEBPA_FOXA1	1	855	36	5
template1_class3_ONECUT1_REST_CEBPA_HNF1A	1	1075	137	51
template1_class3_ONECUT1_REST_CEBPA_NR2F2	1	199	85	12
template1_class3_ONECUT1_REST_CEBPA_PPARA	1	700	52	21
template1_class3_ONECUT1_REST_CEBPA_XBP1	1	839	83	25
template1_class3_ONECUT1_REST_CTCF_CEBPA	1	685	25	13
template1_class3_ONECUT1_REST_CTCF_FOXA1	1	585	48	8
template1_class3_ONECUT1_REST_CTCF_HNF1A	1	465	19	14
template1_class3_ONECUT1_REST_CTCF_NR2F2	1	771	82	15
template1_class3_ONECUT1_REST_CTCF_PPARA	1	566	26	22
template1_class3_ONECUT1_REST_CTCF_XBP1	1	701	39	32
template1_class3_ONECUT1_REST_FOXA1_CEBPA	1	618	46	6
template1_class3_ONECUT1_REST_FOXA1_CTCF	1	545	106	9
template1_class3_ONECUT1_REST_FOXA1_HNF1A	1	702	98	93
template1_class3_ONECUT1_REST_FOXA1_NR2F2	1	169	45	41
template1_class3_ONECUT1_REST_FOXA1_PPARA	1	558	70	15
template1_class3_ONECUT1_REST_FOXA1_XBP1	1	392	20	0
template1_class3_ONECUT1_REST_HNF1A_CEBPA	1	1134	149	39
template1_class3_ONECUT1_REST_HNF1A_CTCF	1	328	29	20
template1_class3_ONECUT1_REST_HNF1A_FOXA1	1	936	99	36
template1_class3_ONECUT1_REST_HNF1A_NR2F2	1	49	38	45
template1_class3_ONECUT1_REST_HNF1A_PPARA	1	341	22	39
template1_class3_ONECUT1_REST_HNF1A_XBP1	1	1392	142	36
template1_class3_ONECUT1_REST_NR2F2_CEBPA	1	7	22	5
template1_class3_ONECUT1_REST_NR2F2_CTCF	1	638	36	5
template1_class3_ONECUT1_REST_NR2F2_FOXA1	1	2	13	6
template1_class3_ONECUT1_REST_NR2F2_HNF1A	1	3	23	24
template1_class3_ONECUT1_REST_NR2F2_PPARA	1	636	39	33
template1_class3_ONECUT1_REST_NR2F2_XBP1	1	4	12	8
template1_class3_ONECUT1_REST_PPARA_CEBPA	1	462	10	5
template1_class3_ONECUT1_REST_PPARA_CTCF	1	240	48	4
template1_class3_ONECUT1_REST_PPARA_FOXA1	1	374	9	0
template1_class3_ONECUT1_REST_PPARA_HNF1A	1	535	145	27
template1_class3_ONECUT1_REST_PPARA_NR2F2	1	430	11	18
template1_class3_ONECUT1_REST_PPARA_XBP1	1	345	29	22
template1_class3_ONECUT1_REST_XBP1_CEBPA	1	479	24	31
template1_class3_ONECUT1_REST_XBP1_CTCF	1	527	39	20
template1_class3_ONECUT1_REST_XBP1_FOXA1	1	575	27	47
template1_class3_ONECUT1_REST_XBP1_HNF1A	1	688	50	29
template1_class3_ONECUT1_REST_XBP1_NR2F2	1	27	43	12
template1_class3_ONECUT1_REST_XBP1_PPARA	1	414	12	4
template1_class3_ONECUT1_XBP1_CEBPA_CTCF	1	491	53	44
template1_class3_ONECUT1_XBP1_CEBPA_FOXA1	1	521	37	92
template1_class3_ONECUT1_XBP1_CEBPA_HNF1A	1	743	122	15
template1_class3_ONECUT1_XBP1_CEBPA_NR2F2	1	8	21	16
template1_class3_ONECUT1_XBP1_CEBPA_PPARA	1	459	66	32
template1_class3_ONECUT1_XBP1_CEBPA_REST	1	342	8	37
template1_class3_ONECUT1_XBP1_CTCF_CEBPA	1	674	63	53
template1_class3_ONECUT1_XBP1_CTCF_FOXA1	1	739	109	64
template1_class3_ONECUT1_XBP1_CTCF_HNF1A	1	1145	197	111
